label_index	winner_index	loser_index	evaluator_index
993	11	48	5
994	11	48	93
995	18	48	105
996	18	48	105
997	18	48	151
998	18	48	168
999	18	48	94
1000	18	48	85
1001	18	48	129
1002	46	48	14
1003	46	48	105
1004	46	48	110
1005	46	48	107
1006	46	48	84
1007	46	48	112
1008	46	48	108
1009	46	48	64
1010	46	48	90
1011	46	48	18
1012	46	48	163
1013	46	48	104
1014	49	48	76
1015	49	48	80
1016	49	48	91
1017	49	48	112
1018	49	48	74
1019	49	48	101
1020	49	48	85
1021	49	48	15
1022	49	48	108
1023	49	48	118
1024	36	48	135
1025	36	48	95
1026	36	48	13
1027	36	48	34
1028	36	48	74
1029	36	48	15
1030	25	48	122
1031	25	48	95
1032	25	48	84
1033	25	48	60
1034	25	48	112
1035	25	48	85
1036	25	48	129
1037	25	48	158
1038	25	48	15
1039	25	48	108
1040	25	48	124
1041	25	48	25
1042	59	48	135
1043	59	48	76
1044	59	48	88
1045	59	48	139
1046	59	48	45
1047	59	48	130
1048	59	48	107
1049	59	48	84
1050	59	48	74
1051	59	48	101
1052	59	48	64
1053	59	48	77
1054	27	48	78
1055	27	48	87
1056	27	48	107
1057	27	48	37
1058	27	48	37
1059	21	48	147
1060	38	48	135
1061	38	48	156
1062	38	48	78
1063	38	48	169
1064	38	48	90
1065	38	48	126
1066	56	48	135
1067	56	48	58
1068	56	48	45
1069	56	48	43
1070	56	48	60
1071	56	48	60
1072	56	48	74
1073	56	48	15
1074	56	48	37
1075	71	48	131
1076	71	48	58
1077	71	48	45
1078	71	48	121
1079	71	48	37
1080	71	48	90
1081	71	48	124
1082	71	48	124
1083	53	48	58
1084	53	48	95
1085	53	48	13
1086	53	48	13
1087	53	48	99
1088	53	48	91
1089	53	48	130
1090	53	48	110
1091	53	48	151
1092	53	48	60
1093	53	48	85
1094	53	48	15
1095	53	48	40
1096	39	48	58
1097	39	48	95
1098	39	48	149
1099	39	48	76
1100	39	48	13
1101	39	48	161
1102	39	48	99
1103	39	48	43
1104	39	48	43
1105	39	48	107
1106	39	48	75
1107	39	48	74
1108	39	48	93
1109	39	48	40
1110	39	48	37
1111	39	48	124
1112	79	48	147
1113	79	48	99
1114	79	48	43
1115	79	48	34
1116	79	48	84
1117	79	48	112
1118	79	48	93
1119	79	48	48
1120	79	48	48
1121	60	48	45
1122	60	48	87
1123	60	48	107
1124	60	48	129
1125	60	48	15
1126	60	48	37
1127	75	48	78
1128	75	48	76
1129	75	48	13
1130	75	48	169
1131	75	48	84
1132	75	48	112
1133	75	48	74
1134	75	48	65
1135	75	48	108
1136	75	48	37
1137	29	48	156
1138	29	48	156
1139	29	48	43
1140	29	48	121
1141	29	48	121
1142	29	48	90
1143	37	48	135
1144	37	48	43
1145	37	48	121
1146	37	48	105
1147	37	48	74
1148	37	48	74
1149	37	48	15
1150	37	48	40
1151	37	48	25
1152	61	48	58
1153	61	48	13
1154	61	48	88
1155	61	48	161
1156	61	48	34
1157	61	48	60
1158	61	48	60
1159	61	48	75
1160	73	48	53
1161	73	48	169
1162	73	48	84
1163	73	48	15
1164	77	48	131
1165	77	48	107
1166	77	48	84
1167	77	48	93
1168	77	48	93
1169	14	48	95
1170	14	48	161
1171	14	48	31
1172	14	48	99
1173	14	48	105
1174	14	48	53
1175	14	48	75
1176	14	48	85
1177	14	48	83
1178	14	48	40
1179	1	48	95
1180	1	48	69
1181	1	48	31
1182	1	48	107
1183	1	48	107
1184	1	48	60
1185	1	48	112
1186	1	48	101
1187	1	48	93
1188	1	48	108
1189	1	48	40
1190	4	48	122
1191	4	48	95
1192	4	48	95
1193	4	48	95
1194	4	48	139
1195	4	48	14
1196	4	48	87
1197	4	48	93
1198	4	48	90
1199	4	48	115
1200	22	48	135
1201	22	48	60
1202	22	48	112
1203	22	48	15
1204	22	48	138
1205	13	48	131
1206	13	48	95
1207	13	48	92
1208	13	48	60
1209	13	48	48
1210	13	48	40
1211	13	48	37
1212	51	48	131
1213	51	48	12
1214	51	48	58
1215	51	48	121
1216	51	48	53
1217	51	48	169
1218	51	48	74
1219	51	48	37
1220	51	48	25
1221	9	48	58
1222	9	48	107
1223	9	48	84
1224	9	48	60
1225	9	48	48
1226	68	48	58
1227	68	48	78
1228	68	48	149
1229	68	48	149
1230	68	48	80
1231	68	48	91
1232	68	48	107
1233	68	48	74
1234	68	48	15
1235	68	48	64
1236	68	48	37
1237	17	48	80
1238	17	48	80
1239	17	48	45
1240	17	48	107
1241	17	48	119
1242	17	48	158
1243	17	48	93
1244	17	48	90
1245	50	48	92
1246	50	48	121
1247	50	48	105
1248	50	48	53
1249	50	48	145
1250	50	48	60
1251	50	48	124
1252	50	48	138
1253	15	48	122
1254	15	48	76
1255	15	48	31
1256	15	48	55
1257	15	48	139
1258	15	48	139
1259	15	48	14
1260	15	48	87
1261	15	48	107
1262	15	48	60
1263	15	48	101
1264	15	48	94
1265	15	48	85
1266	15	48	119
1267	15	48	15
1268	15	48	124
1269	40	48	95
1270	40	48	113
1271	40	48	78
1272	40	48	14
1273	40	48	91
1274	40	48	91
1275	40	48	130
1276	40	48	105
1277	40	48	169
1278	40	48	160
1279	40	48	25
1280	47	48	156
1281	47	48	13
1282	47	48	105
1283	47	48	53
1284	47	48	107
1285	47	48	56
1286	47	48	124
1287	31	48	113
1288	31	48	91
1289	31	48	112
1290	31	48	64
1291	31	48	90
1292	70	48	156
1293	70	48	78
1294	70	48	87
1295	70	48	53
1296	70	48	112
1297	70	48	27
1298	70	48	64
1299	70	48	37
1300	70	48	124
1301	8	48	13
1302	8	48	91
1303	8	48	91
1304	8	48	121
1305	8	48	15
1306	8	48	15
1307	8	48	37
1308	44	48	122
1309	44	48	95
1310	44	48	76
1311	44	48	55
1312	44	48	107
1313	44	48	84
1314	44	48	84
1315	44	48	146
1316	44	48	64
1317	54	48	78
1318	54	48	88
1319	54	48	14
1320	54	48	91
1321	54	48	91
1322	54	48	130
1323	54	48	145
1324	54	48	84
1325	54	48	93
1326	54	48	15
1327	54	48	15
1328	23	48	122
1329	23	48	91
1330	23	48	91
1331	23	48	121
1332	23	48	87
1333	23	48	110
1334	23	48	49
1335	23	48	3
1336	23	48	112
1337	23	48	56
1338	23	48	22
1339	23	48	108
1340	23	48	124
1341	23	48	138
1342	23	48	163
1343	24	48	131
1344	24	48	156
1345	24	48	149
1346	24	48	13
1347	24	48	158
1348	24	48	48
1349	24	48	15
1350	24	48	15
1351	24	48	15
1352	24	48	108
1353	57	48	156
1354	57	48	55
1355	57	48	121
1356	57	48	53
1357	57	48	151
1358	57	48	60
1359	57	48	112
1360	57	48	74
1361	57	48	74
1362	30	48	113
1363	7	48	156
1364	7	48	113
1365	7	48	43
1366	7	48	60
1367	58	48	122
1368	58	48	95
1369	58	48	95
1370	58	48	78
1371	58	48	149
1372	58	48	13
1373	58	48	99
1374	58	48	121
1375	58	48	53
1376	58	48	169
1377	58	48	84
1378	58	48	129
1379	58	48	40
1380	33	48	58
1381	33	48	95
1382	33	48	113
1383	33	48	78
1384	33	48	91
1385	33	48	130
1386	33	48	121
1387	33	48	105
1388	33	48	53
1389	33	48	25
1390	33	48	2
1391	65	48	135
1392	65	48	166
1393	65	48	99
1394	65	48	43
1395	65	48	52
1396	65	48	170
1397	65	48	75
1398	65	48	112
1399	65	48	74
1400	65	48	101
1401	65	48	108
1402	65	48	37
1403	65	48	163
1404	65	48	25
1405	0	48	135
1406	0	48	122
1407	0	48	149
1408	0	48	149
1409	0	48	165
1410	0	48	155
1411	0	48	107
1412	0	48	30
1413	0	48	75
1414	0	48	75
1415	0	48	15
1416	0	48	90
1417	0	48	109
1418	3	48	60
1419	3	48	77
1420	62	48	156
1421	62	48	78
1422	62	48	66
1423	62	48	165
1424	62	48	139
1425	62	48	91
1426	62	48	43
1427	62	48	1
1428	62	48	60
1429	62	48	93
1430	62	48	40
1431	62	48	25
1432	76	48	135
1433	76	48	78
1434	76	48	53
1435	76	48	151
1436	76	48	15
1437	76	48	40
1438	69	48	23
1439	69	48	23
1440	69	48	99
1441	69	48	99
1442	69	48	91
1443	69	48	145
1444	69	48	93
1445	69	48	64
1446	69	48	25
1447	78	48	12
1448	78	48	149
1449	78	48	139
1450	78	48	45
1451	78	48	121
1452	78	48	60
1453	78	48	75
1454	78	48	74
1455	78	48	94
1456	78	48	85
1457	78	48	32
1458	10	48	135
1459	10	48	135
1460	10	48	78
1461	10	48	13
1462	10	48	88
1463	10	48	121
1464	10	48	65
1465	10	48	93
1466	72	48	58
1467	72	48	169
1468	72	48	40
1469	19	48	131
1470	19	48	58
1471	19	48	58
1472	19	48	58
1473	19	48	95
1474	19	48	128
1475	19	48	99
1476	19	48	30
1477	19	48	84
1478	19	48	74
1479	19	48	56
1480	19	48	90
1481	63	48	76
1482	63	48	139
1483	63	48	91
1484	63	48	91
1485	63	48	121
1486	63	48	151
1487	63	48	170
1488	63	48	84
1489	63	48	94
1490	63	48	129
1491	63	48	27
1492	63	48	40
1493	63	48	40
1494	63	48	37
1495	55	48	131
1496	55	48	40
1497	55	48	37
1498	55	48	138
1499	42	48	58
1500	42	48	58
1501	42	48	95
1502	42	48	121
1503	42	48	74
1504	42	48	48
1505	42	48	40
1506	42	48	40
1507	41	48	12
1508	41	48	80
1509	41	48	121
1510	41	48	17
1511	41	48	75
1512	41	48	74
1513	41	48	37
1514	6	48	113
1515	2	48	135
1516	2	48	91
1517	2	48	121
1518	2	48	169
1519	2	48	169
1520	2	48	107
1521	2	48	90
1522	2	48	124
1523	28	48	58
1524	28	48	13
1525	28	48	107
1526	28	48	117
1527	28	48	84
1528	28	48	84
1529	28	48	84
1530	28	48	129
1531	28	48	37
1532	20	66	131
1533	20	66	131
1534	20	66	78
1535	20	66	38
1536	20	66	28
1537	20	66	130
1538	20	66	151
1539	20	66	101
1540	20	66	133
1541	67	66	58
1542	67	66	125
1543	67	66	34
1544	67	66	101
1545	34	66	78
1546	34	66	14
1547	34	66	43
1548	34	66	53
1549	34	66	53
1550	34	66	168
1551	34	66	37
1552	64	66	121
1553	64	66	129
1554	64	66	48
1555	64	66	40
1556	64	66	154
1557	52	66	84
1558	52	66	84
1559	52	66	163
1560	16	66	61
1561	16	66	121
1562	16	66	16
1563	16	66	49
1564	16	66	101
1565	16	66	124
1566	16	66	124
1567	16	66	25
1568	16	66	35
1569	12	66	38
1570	12	66	31
1571	12	66	167
1572	12	66	163
1573	26	66	122
1574	26	66	31
1575	26	66	14
1576	26	66	60
1577	26	66	25
1578	26	66	109
1579	26	66	109
1580	43	66	113
1581	43	66	128
1582	43	66	125
1583	43	66	161
1584	43	66	43
1585	43	66	121
1586	43	66	151
1587	43	66	107
1588	43	66	84
1589	43	66	84
1590	43	66	56
1591	43	66	111
1592	43	66	124
1593	43	66	138
1594	43	66	2
1595	74	66	165
1596	74	66	86
1597	74	66	1
1598	74	66	110
1599	74	66	151
1600	74	66	151
1601	74	66	49
1602	74	66	34
1603	74	66	112
1604	74	66	85
1605	74	66	136
1606	32	66	131
1607	32	66	13
1608	32	66	13
1609	32	66	13
1610	32	66	91
1611	32	66	130
1612	32	66	6
1613	32	66	145
1614	32	66	60
1615	32	66	93
1616	32	66	93
1617	32	66	133
1618	32	66	25
1619	35	66	78
1620	35	66	80
1621	35	66	80
1622	5	66	131
1623	5	66	88
1624	5	66	92
1625	5	66	112
1626	5	66	35
1627	45	66	113
1628	45	66	149
1629	45	66	99
1630	45	66	86
1631	45	66	19
1632	45	66	60
1633	45	66	15
1634	45	66	46
1635	45	66	124
1636	11	66	131
1637	11	66	51
1638	11	66	88
1639	11	66	91
1640	11	66	130
1641	11	66	145
1642	11	66	112
1643	11	66	103
1644	11	66	40
1645	18	66	125
1646	18	66	80
1647	18	66	45
1648	18	66	91
1649	18	66	105
1650	18	66	53
1651	18	66	34
1652	18	66	145
1653	18	66	44
1654	18	66	48
1655	18	66	22
1656	18	66	40
