label_index	winner_index	loser_index	evaluator_index
969	33	48	161
970	33	48	113
971	33	48	42
972	33	48	89
973	33	48	77
974	33	48	73
975	62	48	4
976	62	48	79
977	62	48	86
978	62	48	82
979	62	48	10
980	62	48	150
981	62	48	150
982	62	48	54
983	64	48	23
984	64	48	171
985	64	48	21
986	64	48	97
987	64	48	79
988	64	48	30
989	64	48	30
990	64	48	87
991	64	48	151
992	60	48	159
993	60	48	126
994	60	48	58
995	60	48	89
996	60	48	82
997	60	48	87
998	60	48	87
999	60	48	150
1000	60	48	150
1001	60	48	176
1002	60	48	102
1003	35	48	66
1004	35	48	107
1005	35	48	21
1006	35	48	159
1007	35	48	42
1008	35	48	11
1009	35	48	53
1010	35	48	82
1011	35	48	3
1012	35	48	15
1013	35	48	10
1014	35	48	10
1015	37	48	4
1016	37	48	21
1017	37	48	113
1018	37	48	65
1019	37	48	57
1020	37	48	32
1021	37	48	126
1022	37	48	153
1023	37	48	84
1024	37	48	87
1025	37	48	145
1026	37	48	64
1027	18	48	72
1028	18	48	159
1029	18	48	14
1030	18	48	42
1031	18	48	119
1032	18	48	33
1033	18	48	33
1034	18	48	10
1035	18	48	167
1036	18	48	19
1037	18	48	19
1038	10	48	171
1039	10	48	100
1040	10	48	111
1041	10	48	48
1042	10	48	86
1043	10	48	14
1044	10	48	57
1045	10	48	58
1046	10	48	119
1047	10	48	8
1048	10	48	10
1049	10	48	60
1050	44	48	23
1051	44	48	159
1052	44	48	113
1053	44	48	57
1054	44	48	32
1055	44	48	82
1056	44	48	153
1057	44	48	153
1058	44	48	74
1059	44	48	87
1060	27	48	97
1061	27	48	132
1062	27	48	128
1063	27	48	14
1064	27	48	126
1065	27	48	89
1066	27	48	33
1067	27	48	33
1068	27	48	139
1069	27	48	84
1070	27	48	150
1071	27	48	73
1072	27	48	133
1073	27	48	120
1074	13	48	127
1075	13	48	65
1076	13	48	99
1077	13	48	126
1078	13	48	63
1079	13	48	11
1080	13	48	153
1081	7	48	4
1082	7	48	159
1083	7	48	63
1084	7	48	85
1085	7	48	8
1086	7	48	10
1087	61	48	72
1088	61	48	48
1089	61	48	113
1090	61	48	32
1091	61	48	30
1092	61	48	42
1093	61	48	89
1094	61	48	63
1095	61	48	63
1096	61	48	153
1097	61	48	27
1098	61	48	110
1099	61	48	87
1100	61	48	133
1101	61	48	144
1102	21	48	79
1103	21	48	40
1104	21	48	27
1105	21	48	87
1106	21	48	150
1107	21	48	102
1108	40	48	159
1109	40	48	89
1110	40	48	10
1111	2	48	107
1112	2	48	41
1113	2	48	52
1114	2	48	161
1115	2	48	161
1116	2	48	113
1117	2	48	14
1118	2	48	58
1119	2	48	33
1120	2	48	63
1121	2	48	27
1122	23	48	72
1123	23	48	32
1124	23	48	126
1125	23	48	26
1126	23	48	89
1127	23	48	45
1128	23	48	27
1129	23	48	27
1130	23	48	150
1131	23	48	176
1132	23	48	31
1133	23	48	120
1134	23	48	102
1135	23	48	6
1136	71	48	23
1137	71	48	159
1138	71	48	41
1139	71	48	52
1140	71	48	32
1141	71	48	99
1142	71	48	40
1143	71	48	40
1144	71	48	89
1145	71	48	33
1146	71	48	63
1147	71	48	170
1148	71	48	82
1149	71	48	22
1150	71	48	10
1151	71	48	61
1152	32	48	23
1153	32	48	83
1154	32	48	159
1155	32	48	48
1156	32	48	161
1157	32	48	40
1158	32	48	28
1159	32	48	15
1160	32	48	43
1161	32	48	90
1162	32	48	150
1163	32	48	73
1164	5	48	127
1165	5	48	41
1166	5	48	111
1167	5	48	113
1168	5	48	14
1169	5	48	42
1170	5	48	89
1171	5	48	168
1172	5	48	140
1173	5	48	5
1174	29	48	138
1175	29	48	72
1176	29	48	97
1177	29	48	42
1178	29	48	89
1179	29	48	33
1180	29	48	105
1181	29	48	145
1182	29	48	10
1183	29	48	150
1184	29	48	150
1185	29	48	174
1186	8	48	161
1187	8	48	57
1188	8	48	33
1189	8	48	63
1190	8	48	104
1191	8	48	13
1192	8	48	150
1193	8	48	150
1194	8	48	73
1195	8	48	133
1196	8	48	19
1197	8	48	102
1198	8	48	102
1199	8	48	50
1200	14	48	4
1201	14	48	21
1202	14	48	159
1203	14	48	159
1204	14	48	41
1205	14	48	111
1206	14	48	86
1207	14	48	82
1208	14	48	84
1209	14	48	87
1210	14	48	150
1211	14	48	122
1212	67	48	14
1213	67	48	14
1214	67	48	34
1215	67	48	145
1216	67	48	151
1217	63	48	171
1218	63	48	83
1219	63	48	127
1220	63	48	127
1221	63	48	111
1222	63	48	89
1223	63	48	84
1224	63	48	163
1225	24	48	83
1226	24	48	72
1227	24	48	107
1228	24	48	35
1229	24	48	30
1230	24	48	63
1231	24	48	85
1232	24	48	10
1233	24	48	10
1234	24	48	67
1235	75	48	23
1236	75	48	23
1237	75	48	111
1238	75	48	113
1239	75	48	113
1240	75	48	30
1241	75	48	126
1242	75	48	63
1243	75	48	63
1244	75	48	27
1245	75	48	84
1246	75	48	175
1247	20	48	34
1248	20	48	30
1249	20	48	85
1250	20	48	153
1251	20	48	166
1252	20	48	43
1253	20	48	133
1254	20	48	70
1255	50	48	4
1256	50	48	107
1257	50	48	21
1258	50	48	113
1259	50	48	113
1260	50	48	32
1261	50	48	34
1262	50	48	89
1263	50	48	167
1264	50	48	176
1265	50	48	148
1266	45	48	171
1267	45	48	147
1268	45	48	137
1269	45	48	4
1270	45	48	99
1271	45	48	29
1272	1	48	35
1273	1	48	21
1274	1	48	159
1275	1	48	32
1276	1	48	32
1277	1	48	58
1278	1	48	33
1279	1	48	63
1280	1	48	153
1281	1	48	10
1282	1	48	133
1283	1	48	61
1284	41	48	14
1285	41	48	119
1286	41	48	33
1287	41	48	33
1288	41	48	110
1289	41	48	84
1290	41	48	67
1291	72	48	107
1292	72	48	111
1293	72	48	57
1294	72	48	32
1295	72	48	99
1296	72	48	58
1297	72	48	105
1298	72	48	150
1299	72	48	167
1300	72	48	31
1301	72	48	61
1302	72	48	61
1303	68	48	171
1304	68	48	127
1305	68	48	14
1306	68	48	63
1307	68	48	87
1308	68	48	73
1309	68	48	176
1310	68	48	112
1311	68	48	102
1312	57	48	14
1313	57	48	57
1314	57	48	57
1315	57	48	126
1316	57	48	126
1317	57	48	58
1318	57	48	58
1319	57	48	84
1320	11	48	138
1321	11	48	72
1322	11	48	72
1323	11	48	72
1324	11	48	107
1325	11	48	71
1326	11	48	86
1327	11	48	42
1328	11	48	89
1329	11	48	33
1330	11	48	104
1331	11	48	61
1332	11	48	61
1333	42	48	48
1334	42	48	48
1335	42	48	47
1336	49	48	21
1337	49	48	159
1338	49	48	30
1339	49	48	63
1340	49	48	63
1341	49	48	53
1342	49	48	104
1343	49	48	10
1344	49	48	73
1345	49	48	175
1346	65	48	23
1347	65	48	23
1348	65	48	127
1349	65	48	81
1350	65	48	113
1351	65	48	57
1352	65	48	119
1353	17	48	14
1354	17	48	42
1355	17	48	11
1356	17	48	153
1357	17	48	166
1358	17	48	145
1359	17	48	176
1360	31	48	23
1361	31	48	35
1362	31	48	21
1363	31	48	161
1364	31	48	32
1365	31	48	85
1366	31	48	153
1367	31	48	84
1368	31	48	13
1369	31	48	150
1370	31	48	73
